CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;14;3;2;46;31;130;214
01:00;23;3;2;34;30;25;60
02:00;26;2;4;24;18;8;39
03:00;23;2;6;20;19;2;27
04:00;19;2;8;21;21;0;21
05:00;21;2;5;21;16;4;27
06:00;18;2;3;24;18;32;68
07:00;13;2;3;26;19;71;121
08:00;13;3;4;30;21;91;154
09:00;18;5;18;29;20;19;48
10:00;16;7;27;27;16;10;32
11:00;14;13;33;22;14;7;26
12:00;17;18;42;15;13;8;29
13:00;14;15;53;14;12;4;21
14:00;15;15;58;11;10;5;22
15:00;16;17;59;16;12;5;26
16:00;18;15;63;19;13;5;26
17:00;21;14;61;17;11;5;29
18:00;29;14;58;15;13;6;39
19:00;52;15;24;24;14;22;86
20:00;63;10;3;36;18;59;154
21:00;51;7;3;47;28;81;175
22:00;36;6;3;48;32;133;240
23:00;23;4;3;45;32;130;222
