CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;29;3;20;17;15;3;33
01:00;26;3;30;19;15;3;30
02:00;47;1;6;16;13;15;69
03:00;48;1;3;17;13;12;65
04:00;38;2;4;19;15;14;59
05:00;19;1;15;18;14;1;20
06:00;11;1;18;13;12;1;14
07:00;10;1;21;16;13;2;13
08:00;6;2;27;13;8;1;10
09:00;6;1;33;11;11;3;10
10:00;11;2;37;25;20;4;17
11:00;16;11;38;32;20;7;25
12:00;17;22;51;24;16;5;25
13:00;15;24;58;24;15;5;22
14:00;8;10;68;16;12;3;13
15:00;6;7;71;12;10;2;10
16:00;5;4;77;11;9;1;7
17:00;15;16;70;10;9;4;21
18:00;17;17;72;10;8;3;21
19:00;16;2;68;9;8;3;19
20:00;18;3;61;9;7;3;22
21:00;33;2;40;18;17;4;39
22:00;67;4;7;20;18;28;111
23:00;30;4;29;22;16;4;36
