CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;79;3;17;49;33;25;118
01:00;72;3;13;51;33;90;210
02:00;30;1;8;62;35;83;158
03:00;25;1;7;52;35;101;180
04:00;24;1;7;39;33;129;222
05:00;25;1;6;37;30;154;261
06:00;34;3;6;37;29;247;411
07:00;43;3;7;51;35;340;563
08:00;69;5;9;78;55;475;788
09:00;75;5;11;80;52;202;383
10:00;77;5;18;49;32;99;229
11:00;30;4;65;29;19;7;41
12:00;22;5;88;30;17;3;26
13:00;17;5;93;26;15;2;20
14:00;;;95;27;15;;
15:00;18;5;;28;13;2;21
16:00;26;4;95;28;14;2;30
17:00;40;3;86;24;10;5;49
18:00;40;3;82;21;12;5;48
19:00;92;3;34;37;16;28;134
20:00;111;3;15;67;35;124;300
21:00;110;5;16;85;42;215;440
22:00;96;;15;78;43;140;309
23:00;90;3;14;71;43;55;175
