CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;37;2;15;19;16;11;53
01:00;32;3;11;23;14;14;53
02:00;20;1;39;20;17;3;24
03:00;14;1;38;26;16;3;18
04:00;16;2;30;21;16;5;23
05:00;24;1;25;27;16;7;33
06:00;23;2;30;23;12;5;30
07:00;32;3;28;23;13;9;45
08:00;49;3;13;29;16;44;116
09:00;45;3;19;29;15;35;99
10:00;22;4;47;21;14;6;29
11:00;27;4;57;26;14;6;36
12:00;20;4;83;26;15;3;25
13:00;20;4;103;24;13;3;23
14:00;17;4;102;28;13;2;20
15:00;13;4;115;26;17;1;14
16:00;11;5;122;28;16;1;12
17:00;21;2;112;35;19;2;23
18:00;29;7;58;32;17;5;36
19:00;36;11;49;24;13;7;46
20:00;30;9;48;26;13;6;39
21:00;32;3;42;21;12;9;46
22:00;42;2;26;27;14;9;54
23:00;50;2;11;32;19;18;76
