CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;45;47;6;122;92;49;119
01:00;14;3;45;8;7;2;17
02:00;10;2;48;10;7;1;12
03:00;10;4;47;9;5;1;11
04:00;9;4;47;5;4;0;10
05:00;9;3;46;4;4;2;12
06:00;16;4;36;7;6;5;23
07:00;22;4;29;12;7;10;37
08:00;21;3;37;11;5;8;33
09:00;28;6;30;12;6;12;46
10:00;22;6;32;15;12;8;35
11:00;19;7;37;18;12;8;32
12:00;16;6;40;17;9;9;29
13:00;19;6;37;18;9;7;30
14:00;23;9;33;22;12;11;40
15:00;29;;27;28;18;13;50
16:00;41;11;17;45;23;21;73
17:00;44;14;15;49;31;22;78
18:00;54;15;6;55;34;41;117
19:00;49;23;6;46;33;24;86
20:00;52;30;4;55;36;30;97
21:00;52;32;4;58;42;36;107
22:00;49;31;4;61;43;33;99
23:00;48;37;5;91;61;39;108
