CZAS;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5
00:00;21;16;216;157
01:00;22;14;205;150
02:00;14;7;103;67
03:00;14;6;83;56
04:00;13;5;81;54
05:00;14;5;80;47
06:00;6;5;80;50
07:00;7;5;87;50
08:00;8;5;102;52
09:00;13;5;93;51
10:00;22;13;78;49
11:00;27;24;68;46
12:00;24;39;50;
13:00;15;53;33;29
14:00;13;55;29;19
15:00;14;55;40;25
16:00;13;58;40;24
17:00;13;54;53;33
18:00;15;57;53;39
19:00;19;35;65;39
20:00;19;11;101;56
21:00;18;10;161;91
22:00;20;15;199;117
23:00;22;17;227;153
