CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;58.677;1.25979;36.4576;60.7475;44.3491;32;12.9054;78.3
01:00;78.399;1.58843;10.8948;46.794;42.659;30.1;52.0945;157.6
02:00;32.8191;1.10844;58.9185;39.5291;26.4895;16.3;0.564614;33.7
03:00;13.5807;1.21299;78.4567;35.8865;30.8781;14.4;0.468372;14.4
04:00;12.3787;1.31095;82.1881;38.8566;22.1787;10.5;0.27959;12.9
05:00;43.8619;1.21161;26.8821;39.9192;26.2981;14.1;3.89584;49.8
06:00;37.9853;1.38731;30.2811;42.5096;32.5827;18.5;4.16637;44.4
07:00;54.3738;1.66585;13.6323;42.2139;49.4138;20.3;31.945;102.9
08:00;34.7029;1.42627;47.6607;43.6143;34.675;23.8;11.7966;52.6
09:00;23.5538;1.37305;81.6233;52.4553;31.7993;20.8;2.379;27.2
10:00;22.025;1.34926;98.8083;57.4416;31.1528;21;2.35787;25.6
11:00;22.0734;2.46828;111.099;61.5219;33.4224;16.8;2.01702;25.1
12:00;18.0571;2.78401;127.3;67.1609;24.8474;20.7;1.29861;20.1
13:00;18.8882;2.32383;133.613;80.5022;32.1064;16.7;0.894376;20.3
14:00;13.6997;1.8769;133.223;93.3699;21.7166;7.4;0.0429522;13.7
15:00;10.496;1.37318;136.918;108.781;21.1742;10.2;1.11202;12.2
16:00;10.0236;1.48596;143.586;120.771;15.4431;11.5;0.924967;11.4
17:00;8.82903;1.86418;150.81;129.42;19.4831;6.2;0.648549;9.7
18:00;6.62908;1.69803;155.386;136.492;17.996;8.4;0.492328;7.4
19:00;10.9227;1.74592;151.192;141.503;26.1342;14.6;0.504451;11.7
20:00;32.9047;1.59927;110.708;139.43;31.9383;14.1;1.13869;34.6
21:00;38.9588;1.26828;84.1201;133.243;30.6714;18.2;1.21582;40.8
22:00;67.2728;1.39853;45.9207;122.33;36.4824;27.6;3.81894;73.1
23:00;79.8805;1.26034;24.8408;108.32;70.6685;53.4;9.35319;94.2
00:00;58.4708;1.37862;36.1205;94.8873;44.5561;33.3;4.28448;65
01:00;35.2592;1.06068;54.7093;82.8747;35.3421;23.8;1.19019;37.1
