CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;30;17;143;75;51;106
01:00;27;10;126;59;126;219
02:00;24;10;107;55;68;128
03:00;23;12;99;51;61;114
04:00;24;11;75;38;42;87
05:00;23;8;68;32;67;125
06:00;24;6;70;30;115;198
07:00;28;;78;34;196;326
08:00;36;3;76;35;199;338
09:00;43;4;62;30;106;203
10:00;40;6;64;27;46;108
11:00;22;4;49;23;9;33
12:00;27;3;51;24;11;43
13:00;30;4;53;26;12;46
14:00;38;2;54;26;16;61
15:00;43;6;51;27;18;69
16:00;46;7;63;28;17;70
17:00;79;5;99;38;162;326
18:00;73;4;136;51;264;475
19:00;73;4;206;94;305;538
20:00;68;5;205;99;248;445
21:00;48;11;200;101;134;252
22:00;42;14;171;84;81;164
23:00;37;18;156;83;64;133
