CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;44;13;3;215;179;267;452
01:00;38;17;2;67;59;24;74
02:00;34;15;2;84;67;49;108
03:00;26;16;5;46;;12;44
04:00;17;20;11;30;25;3;21
05:00;30;20;5;27;23;18;57
06:00;43;18;3;29;17;49;117
07:00;39;8;7;23;12;29;81
08:00;42;4;4;27;18;45;109
09:00;56;4;2;29;24;88;189
10:00;57;4;1;37;24;105;218
11:00;44;4;2;37;26;52;122
12:00;46;7;2;43;32;57;132
13:00;35;8;6;49;38;27;74
14:00;40;16;5;65;49;35;93
15:00;47;14;3;64;46;58;134
16:00;42;13;3;49;34;45;109
17:00;43;11;2;63;47;43;107
18:00;41;8;2;62;56;47;112
19:00;38;8;2;82;69;41;99
20:00;43;8;2;128;95;111;213
21:00;43;10;2;143;117;121;226
22:00;47;10;2;171;136;208;362
23:00;46;22;2;147;142;184;327
