CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;20;9;50;24;17;4;25
01:00;9;7;57;14;11;1;11
02:00;10;9;56;13;10;1;11
03:00;8;7;60;11;8;1;10
04:00;6;6;61;10;6;1;8
05:00;8;5;59;9;5;2;10
06:00;14;5;49;8;7;4;20
07:00;15;6;44;9;9;4;21
08:00;24;8;33;17;12;7;33
09:00;30;9;26;23;13;12;49
10:00;42;13;17;35;18;29;86
11:00;29;9;33;38;21;15;52
12:00;23;10;39;36;21;11;40
13:00;21;21;49;27;17;11;37
14:00;20;16;55;;14;9;33
15:00;21;8;54;22;13;7;31
16:00;38;4;35;26;17;11;55
17:00;40;8;34;37;27;15;64
18:00;57;11;21;47;31;25;96
19:00;42;10;33;37;28;15;65
20:00;35;8;38;31;20;11;50
21:00;40;11;33;44;24;15;62
22:00;39;16;34;49;34;13;60
23:00;28;16;44;40;29;6;37
