CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;66;33;13;169;125;26;105
01:00;55;71;21;312;;163;303
02:00;50;71;16;279;;118;231
03:00;43;61;14;253;;106;206
04:00;44;45;8;196;162;102;200
05:00;27;18;10;98;90;6;37
06:00;37;18;7;75;55;24;75
07:00;36;19;10;66;52;22;70
08:00;43;17;9;94;68;95;188
09:00;66;27;9;135;;239;430
10:00;48;37;16;131;107;62;144
11:00;27;18;31;82;65;12;45
12:00;20;15;43;45;37;6;29
13:00;17;10;49;35;24;6;26
14:00;15;13;57;31;26;3;20
15:00;19;20;57;34;29;3;24
16:00;21;19;55;38;28;3;26
17:00;21;10;55;41;28;1;24
18:00;21;9;52;50;41;0;21
19:00;24;12;49;67;55;0;26
20:00;26;12;49;77;64;0;27
21:00;36;14;39;97;77;1;39
22:00;50;17;27;111;87;4;57
23:00;61;16;17;116;96;10;78
