CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;71.3974;4.31902;18.882;59.3417;42.9733;33.2;6.01366;80.5
01:00;52.1675;4.57446;30.5832;49.145;41.5162;38.7;2.57263;56.2
02:00;34.8575;2.77479;2.2082;14.2371;43.2607;41.097;40.7031;96.8
03:00;33.0641;2.30797;2.99955;6.88745;33.9448;31.791;15.91;57.3
04:00;30.21;2.33003;2.48917;3.05303;27.9698;25.95;24.4887;67.4
05:00;28.0951;2.57143;2.11344;2.35741;34.478;33;42.0093;91.9
06:00;29.7594;2.65553;3.78869;2.51999;34.2691;32.1;27.0647;71
07:00;30.854;3.42771;9.57197;3.42751;33.049;24.8;23.843;67.1
08:00;36.6818;8.88551;8.46198;4.21657;31.9415;31.4;43.8497;103.3
09:00;34.9293;25.918;28.494;7.51587;39.2296;24.8;15.2667;58.2
10:00;39.6602;47.1842;37.6161;11.9419;38.2136;23.8;15.0842;62.7
11:00;24.0156;17.2411;77.1282;21.2079;26.1903;8.2;4.35376;30.7
12:00;16.0278;7.43518;92.3972;32.4464;21.3292;6.4;2.33639;19.5
13:00;16.2238;5.0978;97.9931;44.4314;17.8385;5.9;2.48915;20
14:00;13.2587;4.34155;104.768;57.0538;18.8153;13;0.891259;14.7
15:00;14.3741;5.02699;107.501;69.2949;22.4892;13.9;0.98894;15.9
16:00;16.1415;4.01328;110.832;82.0912;20.663;16;1.24735;17.9
17:00;15.6638;3.84046;112.157;92.5491;17.9221;10.6;0.964;17.2
18:00;15.372;3.70566;113.033;101.976;13.9639;9.5;0.432293;16
19:00;20.6301;3.59058;107.373;105.757;17.6546;16.2;0.590593;21.5
20:00;37.8301;3.39814;85.9788;104.954;24.3839;19.5;1.2657;39.8
21:00;94.2764;5.02631;20.9424;95.3232;44.1377;33.7;19.7792;124.4
22:00;99.2055;5.92068;6.62602;83.0554;49.5824;47.334;43.9197;165.9
23:00;81.243;4.9415;9.74155;70.8355;52.8086;41.8;13.6425;101.9
