CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;69;10;3;96;57;137;277
01:00;52;9;2;72;56;80;173
02:00;39;10;16;82;62;4;46
03:00;37;8;9;80;62;13;57
04:00;34;6;2;76;60;38;92
05:00;36;7;3;74;61;44;102
06:00;41;6;1;78;57;105;201
07:00;49;7;2;80;57;96;194
08:00;67;10;2;87;64;156;304
09:00;63;13;7;76;56;81;186
10:00;31;19;44;67;49;12;49
11:00;21;17;61;55;44;7;31
12:00;13;12;84;45;37;4;19
13:00;13;10;90;33;27;4;18
14:00;13;14;93;31;25;3;18
15:00;15;9;94;26;21;3;20
16:00;15;7;92;23;15;3;20
17:00;18;3;84;14;10;5;25
18:00;23;3;82;20;9;6;32
19:00;32;5;74;27;7;6;41
20:00;88;7;23;46;20;56;173
21:00;108;13;4;88;38;124;297
22:00;97;15;4;100;50;145;316
23:00;91;12;3;107;53;170;349
