CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;15;11;49;22;18;2;18
01:00;8;6;52;18;15;0;8
02:00;7;6;55;18;15;0;7
03:00;13;9;35;21;17;1;14
04:00;7;7;42;14;12;1;8
05:00;9;8;36;11;9;1;10
06:00;16;11;31;16;13;5;23
07:00;29;9;22;16;14;17;54
08:00;34;8;20;17;14;26;74
09:00;28;8;24;19;16;18;54
10:00;27;13;26;23;19;13;46
11:00;25;15;27;26;21;13;44
12:00;24;17;31;24;;11;40
13:00;23;18;29;26;;12;40
14:00;21;12;33;31;25;10;36
15:00;28;11;28;31;25;11;45
16:00;36;10;20;33;26;18;63
17:00;48;10;11;35;28;27;89
18:00;51;12;10;38;30;27;92
19:00;43;13;18;37;30;16;67
20:00;31;12;36;31;25;10;46
21:00;26;10;36;31;25;7;37
22:00;28;12;33;26;21;6;37
23:00;25;13;35;27;22;6;34
