CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;27;7;32;35;22;6;35
01:00;25;11;8;30;22;3;30
02:00;17;11;19;18;17;2;20
03:00;13;7;26;31;17;1;14
04:00;;;32;23;19;;
05:00;14;7;;21;16;2;17
06:00;16;5;33;23;14;5;24
07:00;24;8;28;21;15;9;38
08:00;33;9;23;25;14;15;56
09:00;35;7;15;36;21;17;62
10:00;31;6;18;36;24;15;54
11:00;31;5;17;42;28;15;55
12:00;32;6;18;47;25;13;53
13:00;34;6;19;42;28;14;55
14:00;33;10;21;36;26;14;54
15:00;31;14;30;36;24;10;47
16:00;34;12;32;33;22;12;52
17:00;41;20;24;45;26;16;66
18:00;35;15;30;45;27;14;55
19:00;28;6;34;28;16;8;39
20:00;30;6;35;26;14;9;43
21:00;34;6;31;36;20;9;49
22:00;37;;29;39;20;11;53
23:00;35;9;27;43;24;9;50
