CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;20;12;62;48;33;0;20
01:00;16;10;60;38;30;0;15
02:00;57;3;6;32;25;31;104
03:00;24;3;39;26;23;0;25
04:00;12;3;48;23;19;1;12
05:00;16;3;39;29;25;1;17
06:00;23;3;28;33;26;0;23
07:00;26;3;24;36;27;4;32
08:00;29;4;24;38;21;8;42
09:00;22;3;36;30;27;5;29
10:00;16;3;50;32;17;3;22
11:00;11;3;69;33;19;1;14
12:00;7;5;87;27;;1;9
13:00;6;4;94;27;18;2;8
14:00;6;5;96;26;18;1;7
15:00;6;9;100;35;17;1;8
16:00;6;9;97;30;16;1;8
17:00;12;10;93;31;18;1;15
18:00;19;11;82;45;23;1;20
19:00;27;12;72;45;25;1;28
20:00;25;11;71;42;24;0;25
21:00;27;9;65;43;30;0;26
22:00;38;10;48;44;33;0;39
23:00;32;13;57;47;28;0;32
