CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
23:00;36.2235;9.35748;14.3588;17.4527;38.1598;33.6;12.62;55.4
00:00;42.1361;9.651;8.64584;16.5318;40.6095;33.3;19.2659;71.4
01:00;46.8943;7.88498;1.5243;15.0302;47.6691;33.6;39.2894;106.6
02:00;41.9851;7.15179;1.3818;13.2973;48.6846;35.6;51.7313;120.6
03:00;32.8129;5.97778;1.36059;10.7021;52.4794;31.5;95.3488;177.7
04:00;26.9186;5.75929;1.43079;8.19882;43.5577;28.4;54.1911;109.3
05:00;25.9331;5.59651;1.44375;6.03962;45.6923;27;94.5239;169.5
06:00;31.09;5.9154;1.3942;3.94251;40.3258;31.5;166.841;284.6
07:00;38.9314;7.24406;1.35469;2.31699;62.0823;35.2;251.407;421
08:00;78.9153;12.7317;2.27643;1.52082;103.417;58.5;560.201;930.4
09:00;84.7789;13.3144;1.52211;1.52055;107.189;54;461.298;786
10:00;67.7347;12.0904;1.92887;1.58893;80.111;41.6;189.468;355.7
11:00;59.9056;8.28537;7.28752;2.32979;59.5757;33.9;100.454;212.7
12:00;36.8171;6.5415;21.8403;4.88098;22.6458;15.8;24.0737;73.4
13:00;42.7726;38.3604;22.809;7.55164;41.767;15.9;24.5805;80.2
14:00;36.2744;37.2914;29.6899;11.0886;35.3904;16.9;16.4505;61.4
15:00;51.0096;33.4582;20.4336;13.4735;37.1514;18;26.334;91
16:00;72.5627;16.8317;3.81506;13.6658;58.6294;23;65.5936;172.3
17:00;80.4246;13.7451;1.38656;13.6489;55.0578;27.3;143.208;298.1
18:00;119.143;15.363;2.80499;13.7584;111.48;65.4;481.477;851
19:00;106.327;16.653;3.77785;13.3197;144.824;99.2;322.55;596.7
20:00;88.6099;18.2525;4.11833;11.1044;159.277;118.8;287.987;526.4
21:00;73.0435;17.2713;3.53788;8.69552;157.412;130.9;206.434;386.7
22:00;71.8068;16.1942;3.5063;5.42257;185.998;140.9;285.508;505.8
23:00;59.9417;15.1339;4.04376;3.37384;172.611;146.7;270.771;471.5
00:00;46.1734;12.0352;3.01423;3.27374;162.75;136.4;207.04;360.8
