CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;20;9;43;24;19;2;23
01:00;13;8;53;17;12;0;13
02:00;7;3;47;15;12;0;7
03:00;7;5;54;14;12;0;7
04:00;7;5;58;15;10;0;7
05:00;8;7;56;16;7;1;9
06:00;17;7;45;;7;3;22
07:00;24;5;42;19;10;7;35
08:00;24;5;51;18;11;8;36
09:00;17;4;62;22;9;6;25
10:00;13;2;69;14;7;5;20
11:00;9;2;78;13;7;3;13
12:00;15;4;67;15;10;4;21
13:00;12;2;73;16;11;5;19
14:00;12;3;71;14;9;4;18
15:00;17;2;63;18;13;5;24
16:00;20;3;57;19;13;6;29
17:00;22;2;55;17;12;9;35
18:00;;;51;11;8;;
19:00;29;11;;14;11;8;42
20:00;33;6;38;26;21;9;46
21:00;27;7;44;26;21;6;36
22:00;24;11;47;24;19;5;31
23:00;17;6;51;23;20;3;22
