CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;24;4;28;25;22;4;30
01:00;12;3;36;19;17;1;14
02:00;11;2;36;15;12;1;13
03:00;7;2;42;8;8;1;8
04:00;6;2;52;4;4;1;6
05:00;7;3;54;3;3;1;8
06:00;14;3;46;3;3;5;21
07:00;20;2;39;3;3;6;29
08:00;30;3;33;4;3;10;45
09:00;34;3;33;5;3;11;51
10:00;26;3;40;9;4;6;35
11:00;21;3;45;9;4;5;28
12:00;21;3;45;13;5;6;30
13:00;20;3;46;17;5;5;28
14:00;20;3;46;15;4;6;28
15:00;21;3;41;14;5;6;31
16:00;25;3;37;18;7;9;38
17:00;32;3;29;22;8;13;52
18:00;36;3;23;22;14;16;60
19:00;34;3;24;23;20;14;55
20:00;35;3;24;29;19;15;57
21:00;33;3;24;28;20;12;51
22:00;29;3;26;24;18;8;41
23:00;27;3;25;24;21;7;38
