CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;13;1;41;10;3;4;19
01:00;12;;39;13;3;4;17
02:00;;;;;;;
03:00;;;;;;;
04:00;;;;;;;
05:00;;;;;;;
06:00;;;;;;;
07:00;;;;;;;
08:00;;;;;;;
09:00;;;;;;;
10:00;;;;;;;
11:00;;;;;;;
12:00;;;;;;;
13:00;;;;;;;
14:00;;;;;;;
15:00;;;;;;;
16:00;19;12;87;;;3;24
17:00;21;12;85;16;8;4;26
18:00;30;12;70;14;3;6;38
19:00;37;9;53;18;5;8;48
20:00;34;8;55;18;10;8;45
21:00;42;5;36;16;11;10;56
22:00;37;3;39;13;11;10;52
23:00;16;1;48;10;6;6;24
