CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;22;36;6;149;113;58;111
01:00;14;4;10;50;37;0;15
02:00;12;5;12;52;35;0;13
03:00;13;3;9;42;36;0;13
04:00;12;4;10;42;34;0;12
05:00;15;4;7;34;26;1;16
06:00;17;4;4;32;27;3;22
07:00;19;4;4;39;32;6;29
08:00;24;4;3;44;30;21;56
09:00;27;4;3;50;33;40;89
10:00;27;5;3;55;36;45;95
11:00;28;5;3;;40;52;107
12:00;26;7;4;;57;50;102
13:00;30;16;3;73;61;65;128
14:00;34;27;3;77;56;42;97
15:00;35;13;3;83;61;35;88
16:00;38;11;3;97;69;49;112
17:00;45;14;6;125;94;98;194
18:00;44;17;6;129;96;100;197
19:00;55;;8;203;135;259;450
20:00;53;16;10;254;168;349;587
21:00;42;24;11;267;189;290;485
22:00;32;33;7;194;143;169;291
23:00;24;37;6;161;126;97;172
