CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;22;7;39;57;37;3;26
01:00;44;33;4;148;99;68;148
02:00;43;37;4;155;102;78;162
03:00;38;41;5;153;110;64;135
04:00;33;43;2;141;99;37;90
05:00;33;43;3;129;93;66;134
06:00;35;44;4;133;97;99;186
07:00;37;46;4;133;94;94;181
08:00;41;47;3;119;84;76;158
09:00;46;55;4;105;70;74;160
10:00;39;43;13;75;52;39;98
11:00;28;51;38;59;33;12;46
12:00;22;29;51;62;27;7;34
13:00;20;16;57;50;25;5;29
14:00;17;;65;42;25;4;23
15:00;20;7;67;37;21;5;27
16:00;24;4;62;41;19;5;33
17:00;25;4;60;44;23;5;33
18:00;37;7;47;61;33;6;47
19:00;42;13;40;77;46;9;55
20:00;41;23;36;84;50;7;50
21:00;50;29;29;105;63;10;66
22:00;24;13;46;78;47;3;30
23:00;25;9;37;63;35;4;31
