CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;21;3;17;59;33;2;24
01:00;14;2;27;59;29;0;15
02:00;;4;2;;69;;
03:00;;3;2;;63;;
04:00;;4;2;;64;;
05:00;;3;1;144;64;;
06:00;;5;1;139;61;;
07:00;;5;1;;54;;
08:00;;6;2;;49;;
09:00;5;5;2;92;40;172;268
10:00;24;4;2;67;33;52;105
11:00;28;3;1;43;21;35;82
12:00;31;3;3;27;18;29;76
13:00;;;19;16;13;;
14:00;32;3;17;19;10;12;50
15:00;32;3;24;20;9;12;52
16:00;37;3;14;20;11;17;64
17:00;39;3;9;21;10;18;67
18:00;30;3;12;23;9;10;47
19:00;31;3;11;24;15;11;49
20:00;36;3;5;36;24;19;66
21:00;31;3;8;50;28;8;44
22:00;23;3;13;62;32;5;31
23:00;20;3;18;57;32;2;24
