CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;17;1;41;14;7;4;22
01:00;15;1;42;17;5;3;18
02:00;12;3;50;14;6;3;16
03:00;11;3;50;16;4;3;15
04:00;10;3;50;16;8;3;14
05:00;10;3;51;15;9;3;14
06:00;12;3;48;17;7;3;17
07:00;14;3;44;21;6;5;21
08:00;14;3;46;23;8;5;21
09:00;13;4;51;19;6;7;24
10:00;13;3;54;21;3;9;27
11:00;13;3;56;20;5;9;27
12:00;14;2;62;19;7;8;26
13:00;17;2;61;17;9;6;27
14:00;17;3;58;16;9;6;26
15:00;18;;55;20;16;6;27
16:00;29;1;32;20;16;10;44
17:00;28;1;28;18;9;12;45
18:00;27;1;30;17;8;10;42
19:00;30;1;20;18;10;14;51
20:00;29;3;20;18;10;12;48
21:00;30;2;21;19;9;11;47
22:00;29;1;21;16;10;9;42
23:00;25;1;28;19;9;7;34
