CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;17;11;35;33;25;1;18
01:00;17;11;31;44;25;1;19
02:00;50;8;2;74;46;92;190
03:00;42;8;1;69;44;75;157
04:00;38;9;3;66;45;65;138
05:00;31;15;21;66;45;3;35
06:00;30;16;23;65;41;2;33
07:00;43;16;9;63;44;10;58
08:00;42;17;9;73;47;19;71
09:00;40;17;16;67;38;16;64
10:00;30;14;27;56;29;9;43
11:00;17;12;45;37;20;4;24
12:00;12;9;57;31;20;2;15
13:00;10;8;66;23;18;2;13
14:00;10;5;69;21;;1;12
15:00;10;5;70;18;;1;11
16:00;8;3;70;15;9;1;8
17:00;10;6;67;22;12;1;11
18:00;14;6;63;25;12;0;14
19:00;18;6;57;27;11;1;19
20:00;16;7;54;24;17;0;17
21:00;15;5;52;27;15;0;16
22:00;16;8;44;34;21;1;17
23:00;17;;40;33;22;1;19
