CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;40;10;15;41;25;14;60
01:00;24;8;21;33;22;3;28
02:00;12;5;32;30;25;1;13
03:00;11;5;34;24;18;1;12
04:00;10;5;37;23;16;1;12
05:00;11;5;37;20;10;1;13
06:00;16;5;34;16;7;5;23
07:00;25;5;29;13;5;10;40
08:00;33;5;22;16;6;16;57
09:00;36;6;21;16;9;19;65
10:00;29;7;27;24;13;13;48
11:00;25;8;32;23;13;10;41
12:00;21;7;38;17;12;8;33
13:00;22;7;43;19;10;8;33
14:00;27;6;43;21;11;9;41
15:00;24;7;47;19;11;7;35
16:00;30;5;42;16;11;10;45
17:00;35;5;36;21;11;13;54
18:00;43;;31;23;11;16;66
19:00;40;8;30;30;18;8;52
20:00;41;13;25;40;24;8;53
21:00;47;11;15;46;34;19;76
22:00;49;12;11;45;33;21;81
23:00;50;11;9;37;28;20;80
