CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;18.7012;10.1127;47.3818;49.2069;34.4;27.702;2.09842;21.9
01:00;16.5347;12.3445;47.1696;46.9198;34.024;24.9191;0.509192;17.3
02:00;16.0602;15.4328;60.5422;56.2218;24.5998;18.5682;0.0768983;16.2
03:00;13.9447;13.6234;61.8833;53.8035;24.309;19.093;0;13.9
04:00;13.8172;14.642;60.2994;53.5207;17.4644;17.1734;0;13.8
05:00;14.6214;12.8944;56.7256;54.5395;23.8384;12.9737;0.676992;15.7
06:00;;;53.5913;55.7871;18.1423;15.7399;;
07:00;20.7438;4.49156;53.2527;56.7239;12.3389;3.6;1.98827;23.8
08:00;41.7528;5.37922;30.5922;54.7097;20.5051;12.2585;9.97669;56.9
09:00;30.9523;5.04857;40.4747;52.1702;13.5778;6.49336;11.674;48.7
10:00;22.9092;4.94944;46.6531;50.434;9.50569;4.12369;4.62845;29.9
11:00;16.9168;5.63019;57.9603;49.9437;4.89141;3.6;1.89267;19.8
12:00;11.6103;5.03102;65.8998;50.6437;7.65526;4.79898;1.49432;13.9
13:00;11.6943;6.29964;66.372;51.8495;17.7402;3.6;2.15592;15
14:00;14.8231;4.2;68.1104;53.6644;8.05391;3.6;3.46943;20.1
15:00;12.435;4.54354;73.4415;56.188;9.86346;3.6;3.51481;17.8
16:00;16.1776;4.66189;71.9419;61.3567;9.01639;3.6;3.62773;21.7
17:00;20.7539;5.78015;65.4665;64.4807;15.3444;4.02056;3.86258;26.6
18:00;24.7643;7.54809;54.9656;65.5198;17.7759;17.4849;5.19168;32.7
19:00;29.8704;10.0254;50.6907;64.6111;24.4148;16.9646;4.69842;37
20:00;38.988;10.5136;39.7714;61.345;36.5704;23.378;12.0699;57.3
21:00;34.5445;10.1549;37.8296;57.7772;35.4402;28.2536;6.48475;44.4
22:00;24.42;8.09252;47.8119;55.2399;27.4794;26.8628;3.87297;30.3
23:00;20.3442;7.6228;49.7376;52.2769;28.2955;25.2904;2.91209;24.8
