CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;37;3;30;59;45;5;44
01:00;18;3;41;59;51;2;20
02:00;18;3;46;40;29;1;20
03:00;13;3;53;33;24;1;15
04:00;12;3;59;30;20;1;13
05:00;19;1;49;29;19;1;21
06:00;27;1;42;24;14;6;36
07:00;21;2;49;23;22;4;26
08:00;13;4;56;27;24;4;18
09:00;13;8;52;30;23;4;18
10:00;12;8;54;27;24;4;17
11:00;13;8;69;25;15;4;19
12:00;15;10;76;28;18;5;21
13:00;11;7;89;24;10;2;15
14:00;12;5;91;27;16;3;15
15:00;14;8;93;30;26;3;17
16:00;17;8;84;35;24;3;21
17:00;14;7;89;32;18;3;18
18:00;16;7;88;28;17;3;20
19:00;19;6;79;29;16;4;24
20:00;23;5;66;34;20;4;28
21:00;30;;58;29;22;3;35
22:00;34;2;46;37;24;4;39
23:00;49;2;28;52;39;8;60
