CZAS;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5
00:00;5;9;39;35
01:00;5;6;49;37
02:00;9;24;57;44
03:00;11;11;66;50
04:00;9;25;49;35
05:00;7;11;55;44
06:00;9;3;66;53
07:00;9;5;68;51
08:00;8;18;39;31
09:00;5;39;36;25
10:00;3;34;30;24
11:00;4;48;24;19
12:00;3;53;14;14
13:00;3;54;13;12
14:00;2;46;12;10
15:00;2;37;12;10
16:00;1;30;15;13
17:00;;26;19;14
18:00;3;31;23;17
19:00;5;26;24;20
20:00;3;19;24;20
21:00;3;11;32;28
22:00;4;10;43;34
23:00;5;17;37;32
