CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;97;3;5;71;36;66;198
01:00;76;1;9;60;33;29;119
02:00;60;;1;39;22;84;187
03:00;51;1;1;37;22;72;160
04:00;43;1;1;28;17;54;124
05:00;40;1;1;39;19;124;228
06:00;42;2;2;40;22;173;305
07:00;50;3;3;52;26;198;352
08:00;52;3;29;;;54;133
09:00;;;;;;;
10:00;;;;;;;
11:00;;;;;;;
12:00;;3;;35;21;;
13:00;9;5;;36;9;1;9
14:00;10;6;103;34;12;1;11
15:00;12;5;103;32;13;1;14
16:00;21;4;105;35;16;3;24
17:00;31;3;90;43;16;5;39
18:00;32;6;92;50;20;5;39
19:00;41;4;86;47;18;5;48
20:00;35;3;84;45;16;4;41
21:00;82;3;41;54;25;16;106
22:00;100;4;25;68;25;37;155
23:00;111;3;6;71;37;41;173
