CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;28;1;52;15;3;6;36
01:00;24;1;52;17;5;5;30
02:00;17;1;62;12;3;4;22
03:00;22;1;52;12;5;4;28
04:00;22;3;48;15;8;4;28
05:00;26;3;40;21;11;5;33
06:00;37;3;26;21;14;9;50
07:00;42;5;26;25;12;15;64
08:00;41;6;26;30;10;19;69
09:00;36;7;35;28;10;16;60
10:00;31;6;42;27;11;11;47
11:00;27;4;47;27;10;11;43
12:00;24;4;53;20;7;9;37
13:00;28;3;51;19;6;9;40
14:00;36;3;36;21;16;12;54
15:00;42;3;26;25;15;15;64
16:00;49;3;19;23;9;19;78
17:00;62;2;12;26;9;29;106
18:00;51;1;28;17;8;15;73
19:00;70;1;11;22;13;29;113
20:00;74;2;7;28;14;37;129
21:00;63;1;13;20;11;27;105
22:00;37;;44;16;4;9;50
23:00;33;1;45;20;3;8;44
