CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;20;10;60;37;21;4;25
01:00;83;30;15;271;211;271;495
02:00;83;37;14;267;213;240;448
03:00;79;38;12;246;198;147;302
04:00;73;28;11;239;189;166;325
05:00;69;27;11;242;190;193;363
06:00;69;26;12;251;196;280;493
07:00;72;28;12;;201;345;596
08:00;101;27;13;;197;557;947
09:00;115;37;11;;211;464;821
10:00;133;45;10;272;212;340;650
11:00;137;43;9;281;193;209;454
12:00;73;22;35;122;69;77;189
13:00;19;10;70;47;22;4;26
14:00;18;8;73;;;4;23
15:00;23;8;64;17;17;4;29
16:00;27;8;60;15;13;7;37
17:00;27;10;57;16;13;4;34
18:00;29;11;55;23;19;2;33
19:00;25;11;61;28;18;2;28
20:00;19;12;66;24;16;1;21
21:00;14;11;71;20;14;1;16
22:00;25;12;57;29;20;6;33
23:00;29;12;55;27;20;5;37
