CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;34;8;5;93;77;83;162
01:00;22;10;6;67;52;4;28
02:00;34;12;12;61;54;5;41
03:00;36;9;5;64;55;18;64
04:00;37;8;4;68;55;32;84
05:00;38;8;4;67;55;34;89
06:00;35;9;4;71;56;37;91
07:00;38;10;4;;60;64;135
08:00;41;8;3;;62;117;218
09:00;38;8;6;64;50;30;83
10:00;33;9;12;51;37;18;61
11:00;26;9;18;48;27;16;49
12:00;20;10;28;31;21;10;34
13:00;26;;27;30;21;11;43
14:00;23;10;31;27;21;11;40
15:00;19;6;42;17;;8;30
16:00;26;6;43;26;20;9;39
17:00;22;5;49;20;17;4;28
18:00;23;3;41;26;15;2;24
19:00;48;3;10;62;49;10;62
20:00;48;3;16;91;75;34;101
21:00;45;5;15;112;84;119;225
22:00;62;5;9;132;100;272;478
23:00;48;7;7;144;113;224;390
