CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;37;8;4;157;127;11;53
01:00;42;21;2;268;229;94;185
02:00;39;27;3;272;242;67;141
03:00;37;32;2;262;225;60;129
04:00;37;32;2;236;206;51;114
05:00;37;33;2;226;197;69;142
06:00;35;30;2;205;174;71;142
07:00;38;28;2;219;185;108;203
08:00;41;25;2;170;133;89;175
09:00;35;25;3;109;102;23;68
10:00;30;28;6;131;102;19;58
11:00;24;32;13;105;89;8;36
12:00;26;27;16;101;82;6;35
13:00;26;27;17;112;91;8;38
14:00;20;35;25;87;73;6;29
15:00;19;24;30;83;65;3;23
16:00;25;16;28;80;62;3;29
17:00;35;11;17;86;66;5;41
18:00;36;8;13;96;70;5;43
19:00;38;7;10;108;83;5;45
20:00;40;8;9;110;91;6;49
21:00;54;7;5;132;101;60;144
22:00;56;8;5;166;152;150;286
23:00;56;9;3;223;158;140;268
