CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;16;4;3;60;33;130;216
01:00;7;4;3;57;34;132;210
02:00;34;3;4;59;43;11;51
03:00;27;3;3;57;40;14;48
04:00;23;3;2;53;39;24;61
05:00;15;4;2;55;39;52;96
06:00;4;4;2;54;38;120;189
07:00;5;4;2;69;42;120;189
08:00;11;4;2;108;52;95;156
09:00;9;6;3;97;52;277;432
10:00;30;3;7;56;30;54;114
11:00;32;3;16;36;17;25;70
12:00;18;3;44;22;9;7;29
13:00;14;2;52;11;6;4;21
14:00;12;3;56;10;4;3;19
15:00;12;2;58;16;5;3;17
16:00;17;3;54;15;6;5;25
17:00;20;2;50;14;8;6;31
18:00;31;3;35;15;11;10;47
19:00;40;3;21;28;20;22;74
20:00;50;3;10;45;28;26;91
21:00;49;3;4;52;33;51;128
22:00;40;4;3;54;36;71;149
23:00;37;4;3;54;36;50;115
