CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;19.9352;2.52584;48.0012;75.236;25.2023;13.14;1.25354;21.9
01:00;8.73444;2.57322;58.0483;70.3027;25.2246;13.32;1.03309;10.2
02:00;5.77534;2.36468;60.3357;71.4032;;;1.05422;7.5
03:00;5.41804;2.44274;57.9572;65.8848;21.0404;16.2;0.883538;6.8
04:00;5.79958;2.49681;54.6412;61.8014;26.9618;24.3;0.961979;7.3
05:00;8.35184;2.74563;51.7819;59.869;27.1222;26.706;1.25641;10.4
06:00;13.8767;2.14432;44.7274;56.8641;30.7085;30.27;1.38284;16
07:00;18.1543;2.34079;40.2245;54.0501;35.2482;34.725;1.2228;20
08:00;16.5122;2.24445;45.0316;52.0341;39.2354;38.685;2.23922;19.8
09:00;9.87267;1.84201;56.9979;51.4622;41.6231;38.16;1.35804;12
10:00;8.23706;2.12175;64.991;52.0441;40.297;32.4;0.919717;9.6
11:00;7.94958;2.69738;73.6422;54.0047;35.2802;23.04;0.590648;8.8
12:00;9.13086;2.88293;82.0275;57.428;37.14;16.38;2.29107;12.6
13:00;9.15636;2.89452;86.4523;61.7618;31.758;10.98;1.95889;12.2
14:00;7.13496;2.87816;91.376;67.5929;35.9217;9.54;1.70741;9.7
15:00;7.74234;2.73578;98.8428;74.9202;37.5917;8.46;1.40466;9.8
16:00;7.41022;2.37685;99.3807;81.7138;26.5948;5.4;1.29902;9.4
17:00;7.53669;2.68397;97.5148;86.7784;26.8442;8.64;1.33712;9.5
18:00;8.78067;2.71492;94.447;90.4604;16.0954;5.4;1.20653;10.6
19:00;11.4642;2.79186;88.7889;92.3538;17.9859;6.3;1.17813;13.3
20:00;12.943;2.59176;81.1624;92.2456;20.121;6.48;0.915216;14.3
21:00;14.77;2.33127;73.6908;90.6504;19.4408;5.4;0.948123;16.2
22:00;14.4602;2.68632;67.1342;87.6202;23.6788;5.4;1.0465;16
23:00;22.5286;2.59784;51.1487;81.6584;20.758;14.04;1.24013;24.3
