CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;78;43;9;207;145;234;435
01:00;31;15;37;29;19;3;35
02:00;29;15;37;30;14;2;32
03:00;37;15;29;29;15;3;41
04:00;35;16;28;29;14;3;39
05:00;36;16;24;32;23;5;43
06:00;40;18;19;43;25;13;60
07:00;53;20;11;51;29;29;96
08:00;47;21;17;44;23;21;79
09:00;43;21;24;38;21;19;72
10:00;35;;33;39;23;14;56
11:00;28;18;45;32;19;11;44
12:00;31;16;46;34;23;10;46
13:00;41;12;42;31;19;12;59
14:00;31;6;53;23;14;9;44
15:00;33;5;55;20;12;10;48
16:00;33;4;56;25;12;9;46
17:00;42;6;49;28;14;10;57
18:00;48;3;41;28;14;13;67
19:00;70;8;21;47;27;24;107
20:00;93;13;8;90;58;91;232
21:00;91;33;8;135;87;123;280
22:00;84;43;8;156;105;111;254
23:00;74;52;7;163;110;93;216
