CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;21;3;14;48;44;0;21
01:00;24;3;15;42;26;0;24
02:00;36;4;6;44;24;1;37
03:00;42;4;4;43;27;8;54
04:00;23;3;17;40;26;1;24
05:00;16;3;20;42;31;0;16
06:00;20;3;14;45;42;0;20
07:00;21;3;9;41;38;2;23
08:00;22;3;7;36;35;4;28
09:00;19;3;8;39;36;5;27
10:00;18;3;10;41;34;5;25
11:00;17;3;12;44;31;4;23
12:00;19;3;14;42;34;4;25
13:00;20;3;14;45;31;5;28
14:00;20;3;14;43;34;5;27
15:00;20;4;14;45;40;4;25
16:00;22;3;11;46;41;4;28
17:00;25;3;8;46;43;3;30
18:00;26;3;7;47;40;4;31
19:00;26;3;6;53;51;4;32
20:00;28;4;4;57;52;8;39
21:00;26;4;15;40;29;3;30
22:00;21;3;17;42;36;1;22
23:00;20;3;14;51;45;0;20
