CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;28.6736;8.00813;8.59905;7.37901;54.9637;46.6;6.52424;38.6
01:00;30.0322;7.60856;4.62463;6.6184;67.8519;47.1;4.74137;37.1
02:00;17.9112;4.53836;31.1688;21.1556;48.6927;36.3;1.19747;19.7
03:00;18.5703;5.0327;33.172;22.7899;32.7701;32.1;1.38556;20.7
04:00;36.1347;5.15783;15.0669;24.1124;44.7677;29.9;6.13905;45.4
05:00;41.1802;5.62158;10.1852;24.5629;41.7236;33.8;9.00265;54.9
06:00;31.7854;5.52217;20.6189;23.8277;41.3807;34.6;11.6359;49.4
07:00;28.2753;5.04911;21.2527;23.4943;37.6624;34.7;7.15328;39.2
08:00;42.9664;5.44508;8.35354;21.4005;55.2003;37;25.4987;81.8
09:00;49.7635;5.32274;4.19971;18.0022;61.2738;36.6;46.2876;120.2
10:00;49.3986;5.65312;6.98049;14.9787;55.4002;43.4;35.5485;103.4
11:00;42.5983;4.82521;17.3117;12.9961;51.3391;37.7;19.1886;71.8
12:00;36.328;5.80266;25.4563;14.2948;53.0473;32.1;10.4246;52.1
13:00;33.2327;5.3097;27.0692;16.4053;39.5312;31.5;8.48757;46.1
14:00;36.7444;4.17709;24.6968;16.9151;40.9182;30.2;10.8118;53.1
15:00;36.1782;3.88744;27.331;17.6748;41.7635;23.6;10.9868;52.9
16:00;38.077;3.83556;24.5577;19.7004;40.2051;27.2;16.5058;63.2
17:00;47.9917;3.94988;10.7095;20.5141;51.8725;29.8;30.8068;94.8
18:00;47.9121;5.31335;5.29158;20.303;69.5037;45.9;34.0286;99.6
19:00;44.4513;6.2919;6.06379;18.897;50.6761;37.3;28.3443;87.5
20:00;41.7331;6.71996;6.44009;16.52;60.0334;42.8;23.9909;78.2
21:00;38.9756;6.74557;5.33424;13.8031;53.1964;52.8;20.774;70.6
22:00;35.2387;7.77964;6.08982;11.4772;52.3137;40.2;13.5064;55.7
23:00;29.5553;6.99633;10.504;9.37384;52.1333;47.7;9.3241;43.7
