CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;28;4;44;40;24;1;30
01:00;26;4;46;33;22;2;28
02:00;12;1;52;22;18;2;15
03:00;12;1;48;22;19;2;15
04:00;16;1;41;;21;2;20
05:00;12;1;46;23;20;2;15
06:00;15;2;41;22;20;3;19
07:00;31;2;19;32;29;4;36
08:00;41;4;7;47;34;8;54
09:00;39;2;17;56;33;6;47
10:00;26;2;30;36;28;3;30
11:00;23;2;36;26;23;3;27
12:00;21;2;42;26;19;3;25
13:00;18;;52;17;13;2;20
14:00;13;1;65;39;11;1;15
15:00;15;1;67;18;6;1;17
16:00;13;2;72;7;3;2;15
17:00;12;2;76;4;4;2;15
18:00;13;3;79;7;6;2;16
19:00;16;2;76;10;6;2;19
20:00;21;2;69;18;9;1;23
21:00;24;3;62;16;15;1;25
22:00;24;2;59;18;15;1;25
23:00;21;2;57;28;22;1;23
