CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;35;2;8;22;14;16;59
01:00;16;2;22;21;14;5;23
02:00;34;1;4;21;13;12;52
03:00;31;2;3;17;12;12;50
04:00;27;1;4;22;13;10;43
05:00;30;1;3;18;11;16;55
06:00;36;2;5;14;8;42;101
07:00;31;1;16;21;6;11;48
08:00;33;1;19;19;7;10;48
09:00;31;1;19;23;11;10;46
10:00;44;2;6;21;8;25;82
11:00;38;3;11;16;9;21;71
12:00;29;3;16;16;11;11;45
13:00;22;2;23;18;12;9;36
14:00;16;3;28;22;6;4;24
15:00;19;4;34;7;4;5;26
16:00;19;;26;11;4;8;31
17:00;26;15;28;18;12;11;42
18:00;22;9;42;11;8;6;32
19:00;17;5;55;9;6;4;23
20:00;44;4;26;15;5;13;64
21:00;55;3;9;18;8;31;102
22:00;55;3;4;22;10;43;121
23:00;48;3;4;18;13;31;95
