CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;61;4;2;51;35;24;98
01:00;45;4;2;46;36;21;77
02:00;35;2;1;33;22;60;126
03:00;29;2;1;22;18;41;92
04:00;26;2;1;23;20;20;57
05:00;30;2;1;25;21;54;114
06:00;30;2;1;22;;72;139
07:00;37;2;2;20;;62;131
08:00;36;2;4;28;19;44;105
09:00;35;3;12;40;;23;69
10:00;31;3;22;40;;10;47
11:00;21;3;43;32;22;1;22
12:00;15;3;68;31;17;1;16
13:00;11;5;80;34;15;2;14
14:00;6;4;93;27;18;1;7
15:00;9;4;94;37;18;1;10
16:00;6;3;95;24;13;1;7
17:00;8;2;95;20;12;1;9
18:00;27;4;74;32;15;3;32
19:00;32;6;67;29;;1;33
20:00;41;;57;31;20;2;43
21:00;83;7;17;37;22;15;106
22:00;84;8;6;46;32;26;123
23:00;75;6;1;55;38;38;132
