CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;43;8;15;58;44;26;83
01:00;53;6;4;68;51;86;186
02:00;39;9;3;111;89;121;224
03:00;28;8;2;106;84;69;133
04:00;25;6;2;106;83;77;142
05:00;25;5;2;96;79;131;226
06:00;28;3;2;99;81;157;268
07:00;30;5;2;99;75;290;473
08:00;41;6;2;113;79;381;624
09:00;;;2;135;90;;
10:00;48;14;;129;85;197;350
11:00;45;14;3;112;72;71;154
12:00;56;16;5;104;65;72;166
13:00;48;15;10;97;56;41;111
14:00;36;12;30;67;37;17;62
15:00;17;8;56;52;31;2;21
16:00;17;6;62;48;31;1;20
17:00;37;;46;64;39;9;50
18:00;80;9;7;92;52;91;220
19:00;83;8;4;182;123;220;420
20:00;86;9;4;231;167;346;615
21:00;80;9;4;214;157;367;641
22:00;73;9;5;227;178;347;603
23:00;68;8;4;163;121;200;374
