CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;15;7;62;53;40;1;16
01:00;23;11;28;70;60;2;27
02:00;21;11;31;77;58;2;25
03:00;19;11;35;56;52;1;21
04:00;19;13;34;53;45;1;21
05:00;18;14;36;57;43;1;20
06:00;19;13;37;68;47;2;23
07:00;21;9;34;61;47;3;25
08:00;23;8;32;65;49;4;29
09:00;24;10;32;57;48;4;31
10:00;22;14;35;55;44;4;27
11:00;21;14;37;57;48;4;27
12:00;20;14;39;61;52;3;25
13:00;21;17;40;64;51;5;29
14:00;20;15;48;59;48;3;25
15:00;20;15;49;60;53;3;25
16:00;21;12;51;70;49;2;25
17:00;24;10;48;61;42;3;29
18:00;22;10;54;50;40;1;24
19:00;26;13;53;55;42;2;30
20:00;26;15;50;63;45;2;30
21:00;26;16;51;51;41;2;29
22:00;21;;58;55;42;1;23
23:00;19;8;59;59;46;1;22
