CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;24;9;35;31;22;5;31
01:00;21;8;18;57;44;4;26
02:00;20;10;19;55;45;3;24
03:00;23;12;16;68;48;3;27
04:00;31;18;12;69;49;4;36
05:00;31;22;14;55;42;5;38
06:00;26;14;21;44;36;10;41
07:00;27;11;25;33;25;10;42
08:00;35;11;21;41;30;21;67
09:00;41;15;20;49;38;36;95
10:00;39;34;24;48;38;31;85
11:00;39;32;31;36;31;27;79
12:00;38;43;35;34;22;22;72
13:00;32;28;43;30;21;15;55
14:00;26;16;48;24;16;11;41
15:00;23;4;52;22;15;8;35
16:00;50;4;25;33;22;26;89
17:00;67;5;9;42;25;50;143
18:00;72;6;7;50;32;69;176
19:00;60;;11;48;35;40;122
20:00;61;9;9;59;42;66;160
21:00;52;9;14;48;41;42;116
22:00;37;14;21;58;45;10;51
23:00;45;16;14;55;42;18;71
