CZAS;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5
00:00;5;8;113;81
01:00;;7;86;69
02:00;;49;10;4
03:00;2;45;21;8
04:00;3;40;24;13
05:00;3;35;25;12
06:00;3;25;32;16
07:00;3;17;25;17
08:00;3;15;38;28
09:00;;22;45;33
10:00;;24;50;36
11:00;19;31;46;31
12:00;22;34;53;38
13:00;25;37;53;35
14:00;21;35;60;38
15:00;25;37;51;36
16:00;14;52;37;28
17:00;6;38;38;24
18:00;10;32;33;26
19:00;6;43;48;19
20:00;6;11;77;36
21:00;10;11;98;62
22:00;10;10;123;85
23:00;9;12;131;95
