CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;52;3;14;29;24;13;70
01:00;58;4;3;33;28;21;90
02:00;9;4;53;13;12;1;10
03:00;8;3;57;9;9;0;8
04:00;8;3;55;9;6;0;9
05:00;13;3;51;8;8;1;14
06:00;20;2;46;9;8;3;25
07:00;45;3;28;15;5;11;61
08:00;54;3;20;17;9;21;87
09:00;47;5;33;19;17;18;74
10:00;21;8;60;19;12;5;29
11:00;16;5;64;17;9;3;20
12:00;16;4;65;15;10;4;21
13:00;14;3;70;13;11;3;18
14:00;13;3;70;12;10;2;16
15:00;12;3;72;10;11;2;14
16:00;12;3;70;16;10;2;15
17:00;14;3;70;11;8;3;17
18:00;8;;79;9;8;1;8
19:00;13;2;71;11;8;1;14
20:00;23;1;57;20;14;1;25
21:00;17;2;60;16;11;0;18
22:00;17;2;53;20;15;1;19
23:00;44;3;27;25;20;5;52
