CZAS;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5
00:00;4;52;27;24
01:00;4;47;25;22
02:00;4;38;31;23
03:00;4;21;31;24
04:00;4;37;24;20
05:00;4;20;27;20
06:00;4;12;32;20
07:00;4;29;27;19
08:00;4;39;24;18
09:00;4;48;26;16
10:00;4;45;23;18
11:00;4;48;25;22
12:00;4;52;21;18
13:00;3;55;25;22
14:00;4;59;29;28
15:00;3;71;31;24
16:00;3;71;26;23
17:00;3;78;25;22
18:00;4;83;26;16
19:00;4;80;28;18
20:00;3;76;26;21
21:00;4;78;28;17
22:00;4;74;25;18
23:00;4;63;28;24
