CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;45;2;9;51;32;71;154
01:00;35;2;8;40;30;42;98
02:00;12;2;40;8;2;1;14
03:00;12;2;38;9;5;1;14
04:00;11;2;34;10;5;2;15
05:00;10;1;41;10;2;2;13
06:00;12;1;41;10;2;1;14
07:00;15;1;38;9;3;3;20
08:00;16;2;35;14;2;4;23
09:00;16;5;37;13;2;4;23
10:00;18;4;38;14;2;6;27
11:00;16;;48;17;6;4;23
12:00;13;1;56;18;7;3;17
13:00;12;1;59;21;10;2;16
14:00;12;1;62;15;9;2;16
15:00;12;2;69;18;9;2;15
16:00;13;5;69;18;8;2;16
17:00;15;5;68;20;10;2;18
18:00;18;5;68;11;6;2;21
19:00;23;6;63;17;7;2;26
20:00;29;4;55;17;11;2;33
21:00;64;2;17;31;19;28;107
22:00;71;2;8;42;23;45;139
23:00;57;2;10;46;30;45;125
