CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;10;4;59;3;3;1;12
01:00;12;2;48;11;8;1;14
02:00;11;3;59;11;8;0;11
03:00;21;6;53;12;8;0;21
04:00;11;5;63;9;7;0;11
05:00;8;3;61;5;5;0;8
06:00;10;3;62;7;4;1;12
07:00;16;4;54;11;4;2;19
08:00;20;3;48;13;10;2;23
09:00;24;3;42;19;13;6;33
10:00;21;4;49;19;12;6;30
11:00;18;5;57;15;8;5;25
12:00;20;5;55;16;8;6;30
13:00;13;3;62;14;8;4;19
14:00;15;2;61;17;11;5;22
15:00;16;2;58;11;8;4;22
16:00;29;10;43;17;8;6;38
17:00;40;10;36;25;12;10;54
18:00;28;4;46;21;14;6;37
19:00;22;4;51;13;4;5;29
20:00;17;7;58;12;5;2;20
21:00;14;5;59;12;7;2;16
22:00;14;7;58;11;6;1;16
23:00;17;8;55;5;5;2;19
