CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;42;5;48;20;18;2;44
01:00;26;3;55;24;21;1;28
02:00;27;2;2;30;25;80;148
03:00;23;2;2;28;23;79;142
04:00;19;1;2;26;23;49;93
05:00;17;2;2;23;20;83;143
06:00;20;2;2;34;29;120;202
07:00;32;2;3;44;29;161;277
08:00;42;3;7;47;22;69;147
09:00;45;3;22;33;19;37;101
10:00;31;3;52;32;21;11;47
11:00;20;3;86;19;17;4;25
12:00;10;3;114;17;6;1;12
13:00;6;3;127;16;6;0;6
14:00;12;2;117;10;8;1;14
15:00;7;2;125;13;10;1;8
16:00;12;2;113;21;12;1;13
17:00;29;4;88;23;13;4;36
18:00;36;3;81;19;13;5;44
19:00;42;5;70;17;16;6;50
20:00;50;2;54;14;14;6;59
21:00;48;2;46;19;15;5;56
22:00;26;3;81;12;11;2;29
23:00;28;3;70;17;14;2;31
