CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;36;11;4;80;68;4;42
01:00;35;7;3;87;73;60;126
02:00;41;4;2;78;64;100;192
03:00;28;4;2;74;63;45;96
04:00;28;3;1;70;60;85;156
05:00;23;5;1;65;55;30;68
06:00;26;3;1;68;52;82;151
07:00;27;4;1;63;51;92;167
08:00;31;6;3;67;55;113;202
09:00;34;8;8;66;58;81;156
10:00;15;4;31;52;37;6;24
11:00;17;4;32;47;29;7;27
12:00;14;4;36;41;27;7;24
13:00;11;4;44;32;24;3;16
14:00;8;3;46;35;27;2;11
15:00;7;3;50;42;30;1;9
16:00;13;10;46;42;29;2;16
17:00;8;5;53;36;25;1;9
18:00;7;3;56;26;21;0;7
19:00;8;3;50;31;28;0;8
20:00;15;5;38;43;34;0;15
21:00;23;8;24;54;45;1;24
22:00;30;11;14;69;60;1;32
23:00;35;12;8;74;64;3;39
