CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;36;2;3;25;16;29;80
01:00;29;2;3;26;10;29;72
02:00;20;9;7;38;28;4;27
03:00;19;7;7;36;26;5;27
04:00;19;6;5;27;23;6;28
05:00;16;6;5;33;24;6;26
06:00;16;6;5;33;29;13;35
07:00;15;7;8;36;30;10;30
08:00;12;9;14;37;31;7;22
09:00;12;17;26;36;25;5;20
10:00;8;8;36;23;16;4;13
11:00;6;5;44;23;14;2;8
12:00;21;13;34;27;18;6;30
13:00;21;7;38;28;17;6;29
14:00;14;10;49;22;15;2;17
15:00;6;4;57;18;11;1;7
16:00;3;2;61;12;7;0;3
17:00;4;2;60;10;5;0;4
18:00;5;1;58;8;5;0;5
19:00;15;1;49;8;4;4;20
20:00;21;2;47;8;4;3;25
21:00;31;2;29;14;6;5;39
22:00;50;2;5;29;16;58;138
23:00;45;3;3;28;18;81;168
