CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;46;2;5;124;96;205;360
01:00;33;2;4;108;88;113;206
02:00;36;8;4;106;86;237;397
03:00;25;8;4;94;77;211;347
04:00;28;8;3;79;62;239;393
05:00;28;8;3;71;52;229;378
06:00;36;7;3;75;52;305;502
07:00;43;7;4;79;52;343;566
08:00;64;9;5;108;66;521;853
09:00;;12;5;137;77;;
10:00;47;11;6;69;50;132;248
11:00;38;10;14;92;34;32;87
12:00;47;10;16;118;37;42;111
13:00;35;7;21;60;26;24;71
14:00;26;4;37;37;21;9;40
15:00;19;2;56;25;15;4;24
16:00;18;2;61;19;16;2;21
17:00;24;2;55;23;15;2;26
18:00;56;2;25;41;16;7;67
19:00;66;2;19;55;29;6;74
20:00;113;1;5;109;64;392;696
21:00;;1;6;159;95;;
22:00;93;3;6;163;106;485;833
23:00;76;2;5;143;101;395;678
