CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;29;3;3;26;23;102;185
01:00;24;3;3;24;23;78;144
02:00;23;2;2;21;14;16;48
03:00;23;2;2;20;16;12;42
04:00;23;1;3;22;13;4;29
05:00;20;1;2;22;14;9;35
06:00;8;2;2;27;13;69;115
07:00;12;2;2;25;;61;105
08:00;11;2;2;25;;94;155
09:00;16;2;3;31;17;77;134
10:00;23;4;25;18;11;12;42
11:00;12;4;37;18;9;5;20
12:00;12;4;44;22;15;3;16
13:00;7;3;59;12;10;1;11
14:00;10;2;68;8;6;2;14
15:00;9;3;78;7;6;2;13
16:00;8;2;82;15;9;1;10
17:00;6;1;85;10;9;0;6
18:00;7;1;83;14;9;1;8
19:00;10;1;80;15;8;0;11
20:00;13;1;73;17;8;0;14
21:00;23;2;57;20;17;0;23
22:00;24;2;56;15;13;2;27
23:00;43;3;16;23;21;45;112
