CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;9;6;57;17;14;1;10
01:00;9;7;56;17;15;0;9
02:00;6;6;55;10;9;0;6
03:00;5;6;49;9;8;0;5
04:00;3;5;54;14;13;0;3
05:00;4;5;55;15;13;1;5
06:00;9;6;52;11;10;3;13
07:00;15;6;47;13;12;6;24
08:00;18;7;51;14;12;7;28
09:00;19;8;59;13;11;6;27
10:00;16;8;57;15;13;5;23
11:00;14;7;57;20;17;4;20
12:00;15;7;56;17;14;6;24
13:00;14;7;56;22;19;5;22
14:00;10;5;64;18;16;4;16
15:00;15;6;59;16;14;5;22
16:00;22;6;45;21;18;9;35
17:00;23;7;42;25;21;9;36
18:00;26;9;39;25;21;9;40
19:00;25;10;37;34;28;8;38
20:00;21;11;40;34;29;6;30
21:00;20;12;39;33;28;5;27
22:00;14;9;51;24;20;3;18
23:00;10;7;56;20;17;2;13
