CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;49;5;28;25;16;6;59
01:00;33;4;36;39;14;4;40
02:00;34;3;17;33;26;10;50
03:00;39;3;6;31;30;23;74
04:00;34;2;5;32;28;38;93
05:00;33;2;5;30;21;31;81
06:00;33;3;5;31;25;86;164
07:00;42;4;6;35;23;68;147
08:00;45;4;9;25;20;48;118
09:00;49;7;15;28;17;34;99
10:00;23;17;49;23;6;7;33
11:00;17;8;66;20;4;4;23
12:00;17;8;72;22;7;2;21
13:00;17;8;74;18;7;3;22
14:00;20;17;72;14;6;4;26
15:00;21;16;76;17;6;4;26
16:00;25;12;76;13;7;4;30
17:00;26;11;77;13;7;4;32
18:00;23;10;79;15;9;4;29
19:00;14;9;78;15;13;1;17
20:00;18;8;73;22;15;2;21
21:00;25;7;58;28;20;4;32
22:00;58;5;31;28;17;15;82
23:00;62;5;29;26;19;11;79
