CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;41;106;10;286;243;229;389
01:00;29;76;8;199;166;164;279
02:00;22;74;6;189;155;140;236
03:00;22;72;5;175;138;136;231
04:00;21;74;4;146;121;83;147
05:00;20;70;3;132;106;90;157
06:00;18;63;3;112;90;87;150
07:00;18;59;3;107;86;118;197
08:00;25;55;5;130;101;201;331
09:00;28;61;3;132;109;174;293
10:00;32;57;2;113;92;72;141
11:00;33;51;6;95;81;39;91
12:00;30;51;16;75;67;20;60
13:00;25;54;28;57;45;10;39
14:00;24;51;36;49;43;7;34
15:00;32;29;34;48;37;14;52
16:00;48;30;18;69;53;22;81
17:00;72;33;5;111;83;129;269
18:00;79;37;9;186;130;320;568
19:00;76;45;10;216;158;354;617
20:00;68;57;9;238;177;325;565
21:00;56;69;9;250;195;284;489
22:00;50;83;12;279;221;243;421
23:00;48;98;10;286;236;227;395
