CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;39;1;27;34;20;7;49
01:00;56;1;10;32;21;11;72
02:00;54;1;3;36;20;25;92
03:00;45;1;2;32;23;57;131
04:00;35;1;2;29;20;62;129
05:00;31;1;2;31;18;72;140
06:00;29;1;2;31;21;84;157
07:00;30;1;3;33;21;80;152
08:00;37;1;8;28;17;52;116
09:00;24;1;38;25;14;10;39
10:00;16;1;70;23;15;3;20
11:00;13;3;93;19;12;2;16
12:00;12;3;108;23;16;1;14
13:00;10;3;116;21;14;1;13
14:00;16;2;111;20;11;3;20
15:00;13;2;112;16;10;2;15
16:00;8;2;113;17;13;1;8
17:00;6;2;112;20;13;0;6
18:00;5;2;108;17;12;0;5
19:00;7;2;98;18;13;0;7
20:00;9;2;92;16;12;0;10
21:00;23;3;67;23;14;1;24
22:00;70;3;16;37;24;14;91
23:00;;;15;33;23;;
