CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;55;18;26;127;89;11;71
01:00;44;8;3;239;194;66;146
02:00;37;6;3;230;183;108;203
03:00;38;6;3;190;156;87;172
04:00;36;6;1;151;125;51;114
05:00;34;5;2;146;116;73;145
06:00;40;;3;146;111;136;249
07:00;46;6;3;142;104;194;344
08:00;64;17;3;179;121;316;547
09:00;65;29;3;135;88;106;227
10:00;56;22;18;99;64;31;103
11:00;19;13;58;48;38;4;25
12:00;10;7;76;32;17;1;11
13:00;7;5;84;25;19;0;9
14:00;10;5;87;33;21;1;11
15:00;13;5;88;37;28;1;15
16:00;12;5;91;38;25;0;12
17:00;14;4;89;44;26;0;15
18:00;28;7;69;55;32;1;29
19:00;55;16;40;95;50;2;57
20:00;52;21;36;106;72;2;56
21:00;70;21;18;121;82;5;79
22:00;65;19;17;137;100;4;72
23:00;56;19;24;128;97;4;62
