CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;0.876333;4.41889;57.9084;52.4816;29.6395;14.1154;1.06584;2.42686
01:00;7.65119;7.39753;60.6464;44.5026;41.6454;26.2427;2.20304;10.9326
02:00;8.58754;3.56408;57.8173;47.5434;42.9661;31.095;1.89856;11.4111
03:00;8.86106;3.7107;54.1085;52.0369;35.5902;22.4853;1.7174;11.3979
04:00;12.1492;4.42475;43.4333;55.4806;35.1572;27.0959;2.26746;15.5331
05:00;16.5346;4.76492;37.7897;53.3587;25.4963;22.4491;3.77148;22.2123
06:00;23.9722;3.96356;33.2584;50.0927;27.9062;16.6156;8.02549;36.1731
07:00;28.7444;3.32282;23.6314;45.734;16.8331;13.4352;16.2678;53.5842
08:00;;;12.7025;40.4234;21.8894;11.8031;;
09:00;34.5955;3.43961;;37.5344;23.6841;8.6383;20.1449;65.3943
10:00;26.307;3.64971;24.3463;32.7529;23.9766;12.2963;11.7308;44.1796
11:00;20.4786;4.96897;23.1725;28.3334;27.6204;18.6501;6.87825;30.9295
12:00;17.8862;4.07641;26.5383;25.9199;31.1017;19.2845;4.83836;25.2232
13:00;16.218;4.46649;30.6989;24.9069;31.4763;16.1657;3.96546;22.2065
14:00;17.2064;4.20348;32.3948;24.7835;29.9987;19.8282;3.92043;23.1221
15:00;15.0777;4.27478;39.4105;27.0377;32.6552;19.131;2.81372;19.3034
16:00;13.6421;3.32453;53.3587;32.8457;26.1593;20.7803;2.55289;17.4658
17:00;20.5811;3.6474;46.2402;34.52;33.5088;28.3118;2.11297;23.7165
18:00;21.2375;10.5982;45.782;37.1995;38.5662;26.0633;1.6024;23.6017
19:00;10.8086;5.35656;53.3346;40.9697;35.6111;25.7486;1.41154;12.8807
20:00;7.10839;4.57223;53.3577;44.3222;34.4331;23.1187;1.27818;8.97546
21:00;5.83957;5.28649;54.508;47.2983;38.4841;20.087;1.3523;7.82136
22:00;3.89836;4.76424;53.2764;49.9085;21.126;17.2969;1.37724;5.91042
23:00;2.50578;4.55231;55.4456;51.9129;24.527;22.4756;1.33464;4.45411
