CZAS;Dwutlenek azotu;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;35;4;37;19;61;128
01:00;33;4;31;18;50;110
02:00;34;8;41;25;20;65
03:00;32;11;45;26;7;43
04:00;34;8;52;26;11;51
05:00;33;8;49;27;14;55
06:00;33;8;50;30;27;74
07:00;37;9;50;28;77;154
08:00;38;9;57;32;103;196
09:00;38;7;28;12;33;88
10:00;24;17;19;9;14;45
11:00;16;27;18;5;6;25
12:00;17;30;14;5;6;26
13:00;19;33;10;5;5;27
14:00;18;38;8;5;5;24
15:00;19;42;8;4;5;26
16:00;21;45;13;5;4;27
17:00;32;42;16;5;8;44
18:00;45;34;15;9;9;59
19:00;52;21;19;6;5;60
20:00;83;6;46;17;182;360
21:00;71;9;60;24;222;411
22:00;59;8;52;25;197;361
23:00;46;5;41;21;113;220
