CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;47;1;9;60;37;62;142
01:00;40;1;8;53;34;30;86
02:00;25;2;3;30;13;41;88
03:00;21;2;3;31;23;30;67
04:00;20;2;4;29;21;70;126
05:00;25;2;4;34;24;84;154
06:00;20;2;5;47;19;97;170
07:00;29;2;5;40;26;153;263
08:00;33;2;6;44;26;152;266
09:00;37;2;6;29;15;63;133
10:00;30;2;14;23;18;18;56
11:00;24;4;26;19;15;12;42
12:00;20;8;53;22;9;5;28
13:00;15;;67;16;8;3;20
14:00;16;3;71;14;14;2;19
15:00;18;2;66;17;10;3;23
16:00;19;2;75;14;9;3;25
17:00;15;2;83;18;9;2;19
18:00;20;2;87;22;9;2;24
19:00;21;2;87;16;10;2;24
20:00;54;1;36;25;;8;67
21:00;81;2;5;37;19;47;154
22:00;79;1;7;52;26;144;300
23:00;54;1;9;66;38;102;210
