CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;22.7163;2.2098;32.2665;46.5648;30.514;16.4;1.21098;24.5
01:00;19.6752;2.28468;30.4431;41.395;30.7229;19.4;1.47181;22
02:00;12.5057;2.49718;37.3277;48.5971;14.5472;12.3;1.11069;14.2
03:00;7.77103;2.28169;39.7919;44.2556;15.5894;15.32;1.16214;9.6
04:00;6.14604;2.17567;45.6079;42.0444;19.6495;17.3;0.976126;7.6
05:00;8.04416;2.57064;42.9837;40.6372;25.2958;14.8;1.03155;9.5
06:00;12.9452;2.04921;36.382;39.5448;27.2523;19.9;1.15001;14.7
07:00;17.1081;2.5888;30.4984;38.7541;29.1089;22.8;1.81785;19.8
08:00;23.6835;2.275;22.5049;36.7143;37.0532;22.9;4.2017;30.1
09:00;21.1317;2.52894;24.8732;34.9962;38.8049;21.1;4.80823;28.4
10:00;15.4634;2.50463;30.7551;34.1746;27.2696;16.9;4.56679;22.5
11:00;13.5478;2.59921;35.0891;33.5868;29.0176;16.8;4.72873;20.6
12:00;14.0632;2.70785;41.6843;33.0963;25.9271;14.2;5.14833;21.9
13:00;14.6318;2.77845;49.748;33.9419;26.7586;12;4.41438;21.3
14:00;10.3855;2.34692;67.8938;37.8809;;;2.27508;13.9
15:00;;1.70557;73.5058;43.2568;;;;
16:00;7.90228;2.36911;75.707;49.907;;;0.994831;9.4
17:00;11.4126;2.32951;71.8018;55.7731;27.7578;11.6;1.37205;13.5
18:00;10.5571;2.27576;69.7444;60.6468;29.2169;8;1.01284;12.1
19:00;17.5613;2.33601;59.0321;63.6396;27.2821;10.3;1.16283;19.4
20:00;28.0164;2.33147;41.7584;63.6489;28.2447;14.2;1.17876;29.8
21:00;30.1717;2.21735;37.5462;62.1237;31.6968;14.7;1.36477;32.3
22:00;32.6039;2.26773;31.8694;57.6206;27.1554;18.5;1.28753;34.6
23:00;32.6252;2.00457;28.4998;51.9949;33.0381;15.3;1.17045;34.4
